Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.80641252	0.18018723	199998.14	-0.011238175	-0.10245028	0.10306482	96.259972
0.80636156	0.18017415	178249.33	-0.0048681819	-0.091859706	0.091988616	93.0336
0.80631149	0.18015482	158857.27	-0.0013119868	-0.083850794	0.08386106	90.896416
0.80635673	0.18014493	141580.69	0.0022478537	-0.07533396	0.075367488	88.290886
0.80627823	0.18012943	126178.37	-0.13319239	-0.26158974	0.29354626	116.98361
0.80642456	0.18011848	112455.46	0.0063445852	-0.060288243	0.060621168	83.992447
0.80624282	0.18012579	100226.4	0.0072660586	-0.053982981	0.054469787	82.334114
0.80637467	0.18011772	89324.156	0.0093821222	-0.046849407	0.047779612	78.675674
0.80622655	0.18010852	79609.563	0.010629773	-0.042738557	0.04404062	76.033005
0.80640465	0.18010394	70952.719	0.0090537332	-0.036778677	0.037876658	76.170586
0.80631655	0.18010556	6,32E+04	0.011641538	-0.032578543	0.034596052	70.336281
0.80605561	0.18009978	56357.633	0.010061641	-0.02873596	0.030446544	70.702751
0.80636054	0.18009355	50224.539	0.014844459	-0.022509545	0.026963634	56.596188
0.80633414	0.18009673	44759.504	0.011870003	-0.021004004	0.024126027	60.527885
0.80613714	0.18009451	39888.289	0.01185026	-0.019002939	0.022395097	58.052277
0.80642688	0.18009695	35555.2229999999	0.012135155	-0.014456787	0.018874869	49.989605
0.80664068	0.18009724	31686.088	0.012750787	-0.012798328	0.018065983	45.106613
0.80617148	0.18009102	28243.766	0.013445986	-0.010110234	0.016822942	36.940041
0.80634594	0.18009599	25172.58	0.012924031	-0.0088507747	0.015664188	34.404545
0.80633175	0.18009113	22435.422	0.013768312	-0.0079342509	0.015890839	29.953514
0.80636144	0.1800974	19995.176	0.014587225	-0.00529818	0.015519596	19.961369
0.80619317	0.18009592	17833.281	0.014766748	-0.0038766994	0.015267143	14.709857
0.80658174	0.18009378	15875.521	0.015485186	-0.003206718	0.015813729	11.699611
0.80629027	0.18009499	14149.722	0.014708742	-0.0028955475	0.014991039	11.136782
0.80644608	0.18009616	12609.483	0.015156844	-0.002904535	0.015432635	10.848185
0.80601871	0.18009744	11236.27	0.014523223	-0.0029745514	0.014824708	11.574868
0.80628133	0.18009622	10020.782	0.013471663	-0.0033911197	0.013891919	14.129088
0.8065719	0.18009053	8926.084	0.013519976	-0.00076513784	0.01354161	3.2390926
0.80620855	0.18009503	7959.7627	0.013279841	-0.00070311618	0.013298442	3.0307598
0.80632329	0.18008868	7094.7432	0.01418498	0.00044148078	0.014191848	-1.7826477
0.80619663	0.18009639	6317.6675	0.014479892	0.0021340407	0.014636304	-8.3838758
0.80645543	0.18009846	5634.436	0.015090585	0.0025443342	0.015303575	-9.5702934
0.80631888	0.1800925	5021.6064	0.016143734	0.003434316	0.01650499	-12.009709
0.80619347	0.18009961	4476.4321	0.016179927	0.0040560607	0.016680578	-14.073162
0.80626243	0.18009282	3986.2754	0.024960704	0.0012055718	0.024989801	-2.765168
0.80621022	0.18009157	3551.5906	0.017699527	0.0035766694	0.018057292	-11.424319
0.80595672	0.18009177	3166.0132	0.018605366	0.0036451598	0.018959083	-11.084971
0.80641371	0.18009196	2822.2908	0.019510912	0.0047330544	0.020076789	-13.635695
0.80616808	0.18009554	2515.8052	0.01740868	0.0035546024	0.017767875	-11.54034
0.80627358	0.18009657	2240.7168	0.018442338	0.004478456	0.018978314	-13.649252
0.80618864	0.1800979	1998.0815	0.019491786	0.0028487081	0.019698855	-8.3148623
0.8059727	0.18009216	1780.5698	0.019414831	0.0039033319	0.019803325	-11.367711
0.80630928	0.18009027	1587.5402	0.019970238	0.0044670287	0.020463742	-12.608611
0.80598778	0.18009613	1413.6429	0.020287717	0.0038937486	0.020657994	-10.864459
0.80599296	0.18009882	1260.4036	0.019815182	0.0058245664	0.020653499	-16.380415
0.80592078	0.1800939	1123.921	0.022296853	0.0063904775	0.023194566	-15.992775
0.80599499	0.18009134	1001.6025	0.020127196	0.0064316625	0.021129843	-17.721325
0.80634165	0.18009496	892.57068	0.021804892	0.0045816801	0.022281047	-11.866455
0.80617678	0.18009193	795.2547	0.021038048	0.0067887288	0.022106251	-17.884275
0.8059696	0.1800932	708.41333	0.022104215	0.0069356416	0.023166774	-17.420298
0.80642456	0.18009155	631.81964	0.025430389	0.0092508858	0.027060738	-19.990015
0.8059839	0.1800923	563.01819	0.022613581	0.0076987962	0.023888187	-18.801147
0.80634534	0.1800948	502.08871	0.023159554	0.006128476	0.023956694	-14.821869
0.80592453	0.18009818	447.43402	0.023200884	0.0084261531	0.024683621	-19.960131
0.80631202	0.18009886	398.59692	0.024022847	0.0096218195	0.025878111	-21.827477
0.80595124	0.18010025	355.11365	0.023707105	0.010519872	0.025936356	-23.92894
0.80630559	0.18009961	316.72299	0.024413938	0.0092602642	0.026111163	-20.771854
0.80598247	0.18009564	282.25809	0.025178697	0.011605806	0.027724745	-24.74675
0.80579811	0.1800979	251.36742	0.02458418	0.012464386	0.027563432	-26.885393
