Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.80131215	0.18019884	199998.14	-0.0098735699	-0.102427	0.10290179	95.506081
0.80162877	0.18018327	178249.33	-0.0025944309	-0.090848491	0.090885527	91.635796
0.80169082	0.18016008	158857.27	-0.0000089181403	-0.083927438	0.083927438	90.006088
0.80162638	0.18014867	141580.69	0.0029805971	-0.076020993	0.076079398	87.754723
0.80171186	0.18014236	126178.37	0.1113724	-0.1932445	0.22304091	60.043907
0.80162531	0.18014011	112455.46	0.0073368088	-0.058584254	0.05904188	82.861717
0.80096221	0.18012866	100226.4	0.009020444	-0.053365871	0.054122865	80.405968
0.80148751	0.18011803	89324.156	0.010306915	-0.047576357	0.048679996	77.776367
0.80169785	0.18011215	79609.563	0.011128927	-0.04032978	0.041837115	74.573257
0.80170757	0.18010902	70952.719	0.010404149	-0.036428824	0.037885427	74.060547
0.80170494	0.18011229	6,32E+04	0.011857042	-0.03095489	0.033148073	69.041031
0.80163175	0.18010503	56357.633	0.011477167	-0.028428528	0.030657897	68.015083
0.80101067	0.18010268	50224.539	0.0044728359	-0.033223279	0.033523016	82.332397
0.80138141	0.18010304	44759.504	0.014429521	-0.020005263	0.024666205	54.197609
0.80168587	0.18010258	39888.289	0.013043687	-0.017900534	0.022148745	53.920082
0.80169195	0.18010431	35555.2229999999	0.012377885	-0.015588117	0.019904809	51.548351
0.80166048	0.18010208	31686.088	0.014606736	-0.012797406	0.019419843	41.222588
0.80170029	0.18010263	28243.766	0.01453	-0.010196966	0.017751029	35.06068
0.80163467	0.18010239	25172.58	0.012651649	-0.0085906135	0.015292576	34.176949
0.80161601	0.18010136	22435.422	0.015487127	-0.004184504	0.01604248	15.11985
0.8011927	0.18010243	19995.176	0.014830796	-0.0052075507	0.015718495	19.34775
0.80128187	0.18010381	17833.281	0.015802745	-0.00430327	0.016378183	15.232947
0.80159461	0.18010004	15875.521	0.016797384	-0.0039001757	0.017244231	13.071852
0.80167639	0.18009926	14149.722	0.016955636	-0.001800515	0.017050967	6.0615096
0.80166137	0.1800992	12609.483	0.015792334	-0.0021251508	0.015934682	7.6641665
0.80165565	0.18010147	11236.27	0.017047217	-0.0027019167	0.017260011	9.006238
0.80151874	0.18010127	10020.782	0.015310965	-0.0028698323	0.015577599	10.616136
