Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.87483549	0.04537273	199998.14	-0.012150608	-0.10891881	0.10959445	96.365402
0.87484437	0.04536842	178249.33	-0.000085488631	-0.10111964	0.10111967	90.048439
0.87484008	0.045344608	158857.27	0.00078656193	-0.090737529	0.090740941	89.503342
0.87484407	0.045344513	141580.69	0.0095957164	-0.08367721	0.08422561	83.45816
0.87484294	0.045341118	126178.37	0.083579503	-0.054804277	0.099945195	33.253429
0.87482381	0.045336624	112455.46	0.014292472	-0.066217579	0.067742474	77.820068
0.87482995	0.045338287	100226.4	0.026973415	-0.055255976	0.061488114	63.980507
0.87483275	0.045333286	89324.156	0.018878954	-0.053702656	0.056924425	70.631081
0.87483573	0.04532663	79609.563	0.019246154	-0.045745526	0.049629301	67.182434
0.87483627	0.045330544	70952.719	0.020199843	-0.042446714	0.047008056	64.550827
0.87481111	0.045325005	6,32E+04	0.017472588	-0.039364059	0.043067627	66.064926
0.87481642	0.04532148	56357.633	0.020456074	-0.031474564	0.03753797	56.979195
0.87484169	0.045326389	50224.539	0.023996647	-0.029124888	0.037737224	50.514126
0.87481785	0.045326424	44759.504	0.022865433	-0.020925663	0.030995345	42.463684
0.87480944	0.045324371	39888.289	0.022022193	-0.020005647	0.029752359	42.252987
0.87481058	0.04532357	35555.2229999999	0.019121302	-0.011681682	0.022407273	31.421804
0.87481523	0.04532674	31686.088	0.022560764	-0.01214321	0.025621194	28.291119
0.87483001	0.045326668	28243.766	0.019924641	-0.015248789	0.025090175	37.42767
0.87481099	0.045323441	25172.58	0.020057667	-0.0056182393	0.020829657	15.647789
0.87481499	0.045321613	22435.422	0.024076445	-0.0032685196	0.024297293	7.7309785
0.87478662	0.045323479	19995.176	0.022559039	-0.00017628104	0.022559728	0.44771206
0.87478197	0.045328304	17833.281	0.024863217	-0.0024077029	0.024979524	5.5311589
0.87480551	0.045326164	15875.521	0.022400478	-0.0041056294	0.022773616	10.386074
0.87481195	0.045320232	14149.722	0.024078712	0.0063831867	0.024910428	-14.847404
0.87479311	0.045320587	12609.483	0.02438787	-0.0012291475	0.024418825	2.8852632
0.87481105	0.045327785	11236.27	0.023458378	-0.0002246847	0.023459455	0.54876304
0.87481779	0.045324333	10020.782	0.020703159	-0.0030883942	0.020932248	8.4845324
0.87477767	0.045325546	8926.084	0.021058898	0.0018985696	0.021144308	-5.1515865
0.87478811	0.045324707	7959.7627	0.021549137	-0.0005282294	0.02155561	1.4041981
0.87476987	0.045318291	7094.7432	0.021017402	-0.00029305622	0.021019446	0.79885209
0.87475467	0.045329185	6317.6675	0.021086041	0.0090186978	0.022933776	-23.156851
0.87475502	0.045327915	5634.436	0.020992585	0.0037830819	0.021330737	-10.21565
0.87474823	0.045326389	5021.6064	0.040782541	-0.027582936	0.04923448	34.072132
0.87475336	0.045320866	4476.4321	0.02604612	0.0034268263	0.026270581	-7.4952207
0.87474871	0.045324074	3986.2754	0.025738563	0.0057329088	0.026369298	-12.556866
0.87473321	0.045329296	3551.5906	0.028714383	0.003109483	0.028882256	-6.180481
0.87473708	0.045326389	3166.0132	0.024127774	0.0080796778	0.025444658	-18.514174
0.87474978	0.045317974	2822.2908	0.02604086	0.0074753417	0.027092565	-16.016762
0.87473589	0.045323795	2515.8052	0.026153238	0.005657373	0.026758134	-12.20595
0.87471312	0.045324036	2240.7168	0.027507273	0.00703939	0.028393716	-14.354505
0.87474042	0.045324894	1998.0815	0.029705431	0.0081232283	0.030796096	-15.294153
0.87472957	0.045325638	1780.5698	0.028541356	0.0065979394	0.029294059	-13.01648
0.87471741	0.045324112	1587.5402	0.030640651	0.0090627261	0.031952817	-16.476879
0.87471539	0.045327152	1413.6429	0.031124203	0.0088505624	0.032358129	-15.873775
0.87472302	0.045327339	1260.4036	0.032594383	0.0094298171	0.033931036	-16.135582
0.87467092	0.045330395	1123.921	0.032187089	0.01194373	0.034331638	-20.358482
0.874668	0.045324707	1001.6025	0.029439237	0.010193545	0.031154085	-19.098776
0.87462711	0.045330975	892.57068	0.031774387	0.011632404	0.033836734	-20.107363
0.87464064	0.045323383	795.2547	0.029942306	0.012282038	0.032363407	-22.302954
0.87463164	0.045325508	708.41333	0.034043886	0.01173791	0.036010619	-19.02356
0.87464887	0.045326221	631.81964	0.034787998	0.012870248	0.037092425	-20.302576
0.87464708	0.04532579	563.01819	0.035015985	0.011906738	0.036984991	-18.779945
0.87462294	0.045325676	502.08871	0.03210929	0.013954905	0.035010654	-23.490076
0.87464529	0.045321686	447.43402	0.035552967	0.014570137	0.038422681	-22.284552
0.8746351	0.045328175	398.59692	0.03797628	0.016581686	0.041438509	-23.587656
0.87462014	0.045330322	355.11365	0.035416558	0.015737725	0.038755756	-23.958479
0.87465322	0.045323944	316.72299	0.035721414	0.017687544	0.039860614	-26.342424
0.87461507	0.045330524	282.25809	0.037524845	0.019977156	0.042511184	-28.029564
0.8746174	0.045331867	251.36742	0.039382003	0.020709297	0.044495136	-27.737947
0.87461358	0.045327953	224.21082	0.040839247	0.023533875	0.047134779	-29.952969
0.87461489	0.045328064	199.80815	0.03968361	0.025133265	0.046973076	-32.347767
0.87461114	0.045323181	178.00633	0.035952043	0.024660926	0.043597139	-34.447765
0.87461823	0.045327507	158.62947	0.045995072	0.029337119	0.054554682	-32.531025
0.87459767	0.045327354	141.31134	0.044325288	0.029708322	0.053360242	-33.831345
0.87459201	0.04532851	126.00809	0.046134252	0.031777948	0.056019705	-34.559639
0.87457079	0.045321835	112.33657	0.047845326	0.035976019	0.059861917	-36.940361
0.8745808	0.045324596	100.03201	0.049659289	0.036283012	0.061502051	-36.15332
0.87457597	0.045324036	89.229065	0.050969064	0.039511666	0.064490445	-37.783157
0.87456787	0.045324635	79.516533	0.053381581	0.042861193	0.068459295	-38.761715
0.87459534	0.045324783	70.838745	0.053256799	0.044581778	0.069453739	-39.933025
0.87454689	0.04532275	63.160755	0.055378638	0.049096487	0.074008502	-41.558914
0.8745541	0.045325657	56.241817	0.05764132	0.051918492	0.077576101	-42.009888
0.87452745	0.045327541	50.144413	0.060619134	0.060827449	0.085875832	-45.098278
0.87453949	0.045324486	44.728058	0.062338445	0.063215077	0.088781908	-45.40004
0.87455291	0.04532687	39.859692	0.063184746	0.070384361	0.094584726	-48.085358
0.87452924	0.045325809	35.511364	0.068093501	0.075014904	0.10131121	-47.76894
0.87452334	0.0453298	31.629551	0.071655795	0.081460312	0.10849117	-48.66383
0.8745544	0.045324203	28.203972	0.073030941	0.089661755	0.1156406	-50.836632
0.87449664	0.045325153	25.136742	0.080409214	0.094887272	0.12437538	-49.721447
0.87450933	0.045334869	22.385387	0.085095048	0.10626502	0.13613752	-51.312904
0.87450266	0.04532674	19.955299	0.087292656	0.11626991	0.14539154	-53.101658
0.8745001	0.045327488	17.796129	0.095233411	0.12712243	0.15883802	-53.161388
0.87449324	0.045330193	15.857576	0.10190012	0.13813962	0.17165719	-53.585274
0.87448025	0.045325657	14.13601	0.1110309	0.15243834	0.18858767	-53.931679
0.87448734	0.045330986	12.600808	0.12024121	0.16398896	0.2033478	-53.750107
0.8744911	0.045330341	11.224856	0.12647435	0.17849703	0.21876231	-54.680462
0.87446761	0.045329315	10.003201	0.14093123	0.19354512	0.23941872	-53.939503
0.87446779	0.045324596	8.9183798	0.15910499	0.2078044	0.26171944	-52.560604
0.87446469	0.045324745	7.9395342	0.17392385	0.22431359	0.28384167	-52.211422
0.87444162	0.04532053	7.0765405	0.19308133	0.24016982	0.30815896	-51.202923
0.87446392	0.045316875	6.3105822	0.21319854	0.25307786	0.33091089	-49.888451
0.87445295	0.045315422	5.6286025	0.23800626	0.26694861	0.35764304	-48.280415
0.87442923	0.045328606	5.0144415	0.26620254	0.26955166	0.37884283	-45.358166
0.87444705	0.045323467	4.4693937	0.28484321	0.29221824	0.40807739	-45.73222
0.87442589	0.045325695	3.9859693	0.31926763	0.2983498	0.43697187	-43.060215
0.87442952	0.045322525	3.5511365	0.34889299	0.30469406	0.46321139	-41.131252
0.87443435	0.045320942	3.1655185	0.3851594	0.30376208	0.49052948	-38.261639
0.87442857	0.04532814	2.8183618	0.41947126	0.30033869	0.51590645	-35.602417
0.87440604	0.045326271	2.513674	0.45337287	0.30349955	0.54558128	-33.799377
0.87442529	0.045326931	2.2398219	0.4820635	0.30440214	0.57012796	-32.27063
0.87440348	0.045327446	1.9970604	0.51880401	0.28461793	0.5917474	-28.749346
0.87439722	0.04532534	1.7796129	0.54751253	0.27693409	0.61356539	-26.830473
0.8744005	0.04532415	1.5846854	0.57153869	0.27092236	0.63249934	-25.362019
0.87437707	0.045323978	1.4122382	0.59789956	0.25541857	0.65017116	-23.13184
0.87436497	0.045325367	1.2596743	0.61746234	0.2364808	0.66119808	-20.956251
0.87431961	0.045324272	1.1224856	0.64101678	0.21850424	0.67723453	-18.822771
0.87430513	0.045323032	1.0000638	0.65765804	0.20559554	0.68904543	-17.360168
