Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.76802415	0.90823755	199998.14	0.0021846644	0.0020355864	0.0029860293	-42.976902
0.76809287	0.9076286	178249.33	0.0045434888	0.000015848313	0.0045435163	-0.19985475
0.76818371	0.90673834	158857.27	0.0061691054	-0.0016059078	0.0063747	14.591096
0.76824194	0.90624646	141580.69	0.0069457581	-0.0020584557	0.007244363	16.507799
0.76823634	0.90596063	126178.37	0.0081574479	-0.00081122323	0.0081976848	5.6791477
0.76828468	0.90559247	112455.46	0.0079732696	-0.0029350226	0.0084963161	20.209053
0.76830083	0.9055094	100226.4	0.0096061658	-0.002324118	0.0098833162	13.600801
0.76830757	0.9054054	89324.156	0.012325145	-0.0037926217	0.012895471	17.103872
0.76832557	0.90529364	79609.563	0.010801979	-0.0033806984	0.011318652	17.378569
0.76832086	0.90519598	70952.719	0.011324208	-0.0023017691	0.01155577	11.48947
0.76833153	0.90519861	6,32E+04	0.011160569	-0.001930415	0.011326289	9.8132095
0.76833564	0.90510089	56357.633	0.011707222	-0.0012394384	0.011772648	6.0433674
0.76834631	0.90517139	50224.539	0.014634176	-0.00051760179	0.014643327	2.025672
0.76831251	0.90514789	44759.504	0.012829317	-0.00031232077	0.012833118	1.3945504
0.7683748	0.90503235	39888.289	0.013441433	0.0006398948	0.013456656	-2.7255733
0.76835853	0.90498059	35555.2229999999	0.01354799	0.000221811	0.013549807	-0.93797666
0.76834917	0.90522314	31686.088	0.013752901	0.00048115873	0.013761315	-2.0037317
0.76835018	0.90502869	28243.766	0.014439838	0.00026271323	0.014442228	-1.0423039
0.7683382	0.90506219	25172.58	0.01487001	0.00131269	0.014927839	-5.0448604
0.76835686	0.90507257	22435.422	0.015307576	0.00057290663	0.015318293	-2.1433713
0.76837343	0.90503833	19995.176	0.015570649	0.001050705	0.01560606	-3.8604579
0.76837564	0.90512964	17833.281	0.015428682	0.001063476	0.01546529	-3.9430754
0.76837313	0.90508563	15875.521	0.015848629	0.0018789361	0.015959619	-6.7611494
0.76836383	0.90511884	14149.722	0.016739283	0.0022490257	0.016889691	-7.652216
0.76833534	0.90506854	12609.483	0.01564688	0.0021670905	0.015796239	-7.885293
0.76835388	0.90513928	11236.27	0.017012132	0.0023332518	0.017171392	-7.8095188
0.76835293	0.90512482	10020.782	0.016988683	0.0014923	0.0170541	-5.0200233
0.76835543	0.90504095	8926.084	0.016403452	0.0026368259	0.016614033	-9.1320724
0.76834667	0.90503687	7959.7627	0.016099269	0.0025906481	0.016306376	-9.1415062
0.76834416	0.90491608	7094.7432	0.017263792	0.0027895961	0.017487722	-9.1788864
0.76834512	0.90524329	6317.6675	0.016737562	0.00297953	0.017000694	-10.093749
0.76834852	0.90541473	5634.436	0.017379522	0.0029472359	0.017627649	-9.6247082
0.76832598	0.90540283	5021.6064	0.016949447	0.0027736137	0.017174885	-9.2935324
0.7683416	0.90536963	4476.4321	0.017251765	0.0033336419	0.017570902	-10.936745
0.76833528	0.90534576	3986.2754	0.017650967	0.0028173206	0.017874394	-9.0686455
0.76833379	0.90528357	3551.5906	0.018065996	0.0035488161	0.018411255	-11.113463
0.76833999	0.90535803	3166.0132	0.018470211	0.0034172342	0.018783668	-10.481954
0.76833344	0.90522693	2822.2908	0.018674247	0.0036455791	0.019026764	-11.04633
0.76834726	0.9053092	2515.8052	0.018381152	0.0040264814	0.018816995	-12.355758
0.76833487	0.90525891	2240.7168	0.018761117	0.0044308617	0.019277241	-13.288203
0.76832533	0.90533197	1998.0815	0.01783656	0.0042353505	0.018332513	-13.357688
0.76833171	0.90529132	1780.5698	0.01957918	0.004484449	0.020086179	-12.900607
0.76833981	0.90533606	1587.5402	0.018980501	0.00415486	0.019429933	-12.34737
0.76832068	0.90529956	1413.6429	0.019858506	0.0045147771	0.020365251	-12.808327
0.76834852	0.90531708	1260.4036	0.019902775	0.0048942305	0.020495705	-13.815311
0.76833385	0.90525372	1123.921	0.019882176	0.0058729015	0.020731423	-16.456364
0.76833475	0.90524811	1001.6025	0.020375479	0.005758455	0.021173567	-15.78119
0.76836306	0.9053454	892.57068	0.020933509	0.0067043635	0.021980908	-17.758675
0.76834524	0.90537	795.2547	0.021311194	0.0066934442	0.022337617	-17.436522
0.76837516	0.90537891	708.41333	0.021739652	0.0070565352	0.022856228	-17.983059
0.76833773	0.90541327	631.81964	0.022364294	0.0071066376	0.023466272	-17.628546
0.76836032	0.90546204	563.01819	0.0228053	0.0074202488	0.023982113	-18.023535
0.76833361	0.90537781	502.08871	0.023858029	0.0056639174	0.024521124	-13.354843
0.76836824	0.90536029	447.43402	0.023142776	0.0092371088	0.024918111	-21.758707
0.76834005	0.90536328	398.59692	0.024150889	0.009847763	0.026081486	-22.183662
0.76832598	0.90542365	355.11365	0.023881096	0.010700208	0.026168708	-24.13533
0.76833504	0.90532007	316.72299	0.024307352	0.010960585	0.026664242	-24.271397
0.76831239	0.90542139	282.25809	0.02541776	0.011246519	0.027794724	-23.867807
0.76834404	0.90533685	251.36742	0.026015868	0.01256723	0.028892225	-25.783339
