Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.81924176	0.1803338	199998.14	-0.01257838	-0.10403898	0.1047966	96.893639
0.81925565	0.18031496	178249.33	-0.0070739887	-0.092467435	0.09273763	94.374748
0.81923032	0.18030008	158857.27	-0.00072644121	-0.083954208	0.083957352	90.495758
0.81923813	0.18028745	141580.69	0.0017437832	-0.075936139	0.075956158	88.684502
0.8192482	0.18028117	126178.37	-0.0002785796	-0.043430042	0.043430936	90.367516
0.81927186	0.18027982	112455.46	0.0053569241	-0.059471566	0.059712343	84.852951
0.81925833	0.18026404	100226.4	0.0074920482	-0.054655917	0.055167019	82.194733
0.81924719	0.18026047	89324.156	0.0087877847	-0.047718588	0.048521016	79.565407
0.81918758	0.18025682	79609.563	0.0084407236	-0.042301338	0.043135241	78.715523
0.81917554	0.18025134	70952.719	0.0094596967	-0.037177399	0.038362022	75.724174
0.81936383	0.18025162	6,32E+04	0.0099426191	-0.033730373	0.035165235	73.576195
0.8192454	0.18024733	56357.633	0.011244858	-0.028367463	0.030514911	68.376633
0.81924582	0.18024625	50224.539	0.010680159	-0.024449496	0.026680397	66.403076
0.81921512	0.18024391	44759.504	0.010745052	-0.021701513	0.02421594	63.658646
0.81920719	0.18024763	39888.289	0.010975363	-0.019266291	0.02217315	60.33128
0.81923395	0.18024509	35555.2229999999	0.012770462	-0.016950527	0.02122275	53.005772
0.81921774	0.18024461	31686.088	0.011556552	-0.013328768	0.017641144	49.07346
0.81917691	0.18024464	28243.766	0.0086713405	-0.027344109	0.028686102	72.405182
0.81917316	0.18024153	25172.58	0.013344917	-0.0092660822	0.016246449	34.774292
0.81921482	0.1802437	22435.422	0.013373212	-0.0063760839	0.014815439	25.490887
0.81926602	0.18024231	19995.176	0.012159445	-0.0057006506	0.013429428	25.118353
0.81922144	0.18024089	17833.281	0.01420653	-0.0040738564	0.014779099	16.000744
0.81921637	0.18023979	15875.521	0.014466444	-0.0029844544	0.014771085	11.656692
0.81928009	0.18024059	14149.722	0.015279673	-0.0026769389	0.015512396	9.9371462
0.81919235	0.18024083	12609.483	0.014807813	-0.0034280124	0.015199427	13.034377
0.8191911	0.1802388	11236.27	0.014836882	-0.0036047655	0.01526851	13.655972
0.81919056	0.18023717	10020.782	0.01331999	-0.0035000492	0.013772163	14.722597
0.81919068	0.18024036	8926.084	0.013692376	-0.0019410476	0.013829274	8.0685558
0.81919277	0.18024281	7959.7627	0.013042447	-0.0011618134	0.013094092	5.0904379
0.81920165	0.18023154	7094.7432	0.013205533	0.00045773521	0.013213464	-1.9852133
0.81920141	0.18024847	6317.6675	0.013503547	0.0015996395	0.013597964	-6.7558136
0.81916612	0.18023962	5634.436	0.013767737	0.0016703544	0.013868693	-6.9175344
0.81921512	0.18024326	5021.6064	0.014482206	0.0027501083	0.01474101	-10.752198
0.81915611	0.18024077	4476.4321	0.014096169	0.0032929659	0.01447569	-13.1489
0.81917387	0.18023788	3986.2754	0.013145022	0.001102059	0.013191138	-4.7923851
0.81917351	0.18023421	3551.5906	0.016392387	0.0021181554	0.01652867	-7.3627229
0.81916589	0.18023409	3166.0132	0.016031796	0.0022811485	0.016193274	-8.0981989
0.8191604	0.18023917	2822.2908	0.016844843	0.0038503592	0.017279293	-12.875356
0.81917679	0.18024458	2515.8052	0.016906731	0.0032766399	0.017221322	-10.968334
0.81917262	0.18023769	2240.7168	0.018140631	0.0033121649	0.018440524	-10.347241
0.8191731	0.18024089	1998.0815	0.0175028	0.0040567778	0.017966786	-13.049524
0.81915468	0.18023999	1780.5698	0.017469585	0.0037354007	0.017864479	-12.069412
0.81913894	0.18023972	1587.5402	0.019357968	0.0054909727	0.020121673	-15.836221
0.81917697	0.18024191	1413.6429	0.018588398	0.0037905499	0.018970946	-11.525742
0.81914902	0.18024054	1260.4036	0.017824983	0.0040400103	0.018277081	-12.770267
0.81918782	0.18023795	1123.921	0.018423131	0.0023266796	0.018569469	-7.1978478
0.81913096	0.18023729	1001.6025	0.019978078	0.0048670638	0.02056239	-13.691698
0.81913668	0.18023666	892.57068	0.017881455	0.0066669998	0.019083902	-20.447687
0.8191424	0.18023845	795.2547	0.019854398	0.0048937481	0.020448616	-13.846367
0.81917059	0.18023639	708.41333	0.019699298	0.0053905058	0.020423513	-15.303756
0.81912702	0.18023988	631.81964	0.02135529	0.0057232673	0.022108916	-15.00284
0.81915444	0.1802401	563.01819	0.019769846	0.0066031744	0.020843433	-18.469439
0.81909037	0.18024117	502.08871	0.020376546	0.007094834	0.021576384	-19.197416
0.81911922	0.18023996	447.43402	0.021115879	0.0075815385	0.022435687	-19.750393
0.81909239	0.18024095	398.59692	0.021516895	0.0087051336	0.02321112	-22.026878
0.81912202	0.18024121	355.11365	0.021266587	0.0083646951	0.02285248	-21.470989
0.81911319	0.18023891	316.72299	0.019911999	0.0097643239	0.022177234	-26.122126
0.81909919	0.18023769	282.25809	0.021847779	0.010532808	0.024254184	-25.738703
0.81907696	0.18023981	251.36742	0.02186404	0.010585573	0.02429178	-25.834152
0.81912279	0.1802392	224.21082	0.021735108	0.011532577	0.024605187	-27.950275
0.81910604	0.18023996	199.80815	0.022552639	0.012991684	0.026027013	-29.944544
0.81911403	0.18023582	178.00633	0.02301698	0.014583686	0.027248217	-32.358574
0.81904078	0.18023624	158.62947	0.025819525	0.014875677	0.029798215	-29.947992
0.81908458	0.18023758	141.31134	0.024680724	0.016901845	0.029913384	-34.40411
0.81912285	0.18023914	126.00809	0.024938947	0.019373834	0.031580001	-37.841866
0.81904948	0.18023732	112.33657	0.02421	0.021076519	0.032098968	-41.041878
