Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.79202616	0.90683899	199998.14	0.0019340875	0.0022567268	0.0029721223	-49.402363
0.79221404	0.90587311	178249.33	0.0032673792	-0.0004315718	0.003295758	7.5243573
0.7923044	0.90508978	158857.27	0.0051767854	-0.0014209956	0.0053682714	15.349284
0.7924118	0.90445142	141580.69	0.0064526908	-0.0020402479	0.006767557	17.546204
0.79247779	0.90411755	126178.37	0.0067694159	-0.0034849748	0.0076138061	27.239941
0.79252088	0.90389093	112455.46	0.007526916	-0.0026737282	0.0079876957	19.556171
0.79259622	0.90366919	100226.4	0.0085901115	-0.0035539321	0.0092962598	22.476036
0.79262334	0.90356079	89324.156	0.0087238727	-0.0035245565	0.0094089564	21.99934
0.79262245	0.90347992	79609.563	0.0088943448	-0.002866569	0.0093448693	17.863674
0.79267704	0.9034751	70952.719	0.010448418	-0.0031219944	0.010904874	16.636183
0.79266691	0.90338867	6,32E+04	0.010473183	-0.0046775509	0.011470268	24.066574
0.79268998	0.90341992	56357.633	0.011350282	-0.0013833627	0.011434272	6.9488893
0.79273248	0.90347882	50224.539	0.0095809605	-0.00057282182	0.0095980689	3.4214995
0.79278743	0.90334985	44759.504	0.011932575	-0.00022209791	0.011934642	1.0663083
0.79277092	0.90334985	39888.289	0.011539618	-0.00014266711	0.0115405	0.70832562
0.79282951	0.90327832	35555.2229999999	0.012810741	-0.000031625481	0.01281078	0.14144404
0.79284501	0.90330481	31686.088	0.012806771	0.00068007951	0.012824816	-3.0397296
0.79288274	0.90336218	28243.766	0.013398414	0.00021560316	0.013400149	-0.92190647
0.79289949	0.90336029	25172.58	0.013994467	-0.00096284534	0.01402755	3.9358537
0.79291296	0.90337445	22435.422	0.013818108	0.000244486	0.013820271	-1.0136377
0.79294312	0.9033808	19995.176	0.014453053	0.001063771	0.014492149	-4.2094831
0.79295844	0.90330811	17833.281	0.014537694	0.00076900469	0.014558019	-3.0279696
0.79299295	0.90333685	15875.521	0.015690023	0.0012796224	0.015742118	-4.6625204
0.79298037	0.90336029	14149.722	0.015102973	0.0021066952	0.015249196	-7.9408803
0.79298091	0.90330627	12609.483	0.015567459	-0.00021858046	0.015568994	0.80442894
0.79299653	0.9033208	11236.27	0.015628768	0.0013460948	0.015686629	-4.9226966
0.79300803	0.90335132	10020.782	0.015517876	0.0016137456	0.015601559	-5.9370017
0.79301375	0.90326563	8926.084	0.01529541	0.0020446079	0.015431461	-7.6138544
0.79301691	0.90318066	7959.7627	0.015445147	0.0022520884	0.015608474	-8.2959509
0.79302162	0.90320898	7094.7432	0.015793195	0.0023751222	0.015970793	-8.5525599
0.7930299	0.90350787	6317.6675	0.01544817	0.002394327	0.015632618	-8.8102283
0.7930361	0.9036189	5634.436	0.015464725	0.0022132837	0.015622303	-8.1447601
0.79307318	0.90353619	5021.6064	0.0156934	0.0021275408	0.015836958	-7.7204709
0.79307204	0.90353583	4476.4321	0.016179042	0.002060252	0.016309692	-7.2570324
0.79306328	0.90361224	3986.2754	0.015838236	0.0021919368	0.015989194	-7.8794136
