Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.85636091	0.045373421	199998.14	-0.018301863	-0.11283312	0.11430779	99.213303
0.85633105	0.045370102	178249.33	-0.010159705	-0.096398637	0.096932538	96.016342
0.85636711	0.045358387	158857.27	-0.0012200241	-0.090029426	0.090037689	90.77639
0.85637897	0.045351879	141580.69	0.0004981829	-0.083681799	0.083683282	89.658905
0.85634071	0.045343525	126178.37	0.027070571	-0.11895283	0.12199423	77.179321
0.85630715	0.045339012	112455.46	0.0091489544	-0.068021841	0.068634354	82.339676
0.85639602	0.045337502	100226.4	0.010367157	-0.059624791	0.060519367	80.136406
0.85638899	0.045336552	89324.156	0.015220691	-0.051861167	0.05404859	73.643608
0.85631084	0.045333416	79609.563	0.013816657	-0.04513631	0.047203671	72.980148
0.85640514	0.045331383	70952.719	0.014424297	-0.040342521	0.042843662	70.325706
0.85631722	0.045333473	6,32E+04	0.013350239	-0.035780661	0.038190112	69.538788
0.85631621	0.045327469	56357.633	0.01567113	-0.029360671	0.033281125	61.909122
0.85631603	0.045329594	50224.539	0.044171777	-0.071640976	0.084163979	58.343204
0.85626441	0.045330471	44759.504	0.016609982	-0.022807863	0.028215069	53.935764
0.85634565	0.045326706	39888.289	0.016132021	-0.018745843	0.024731534	49.285854
0.85631782	0.045328362	35555.2229999999	0.014576863	-0.016480021	0.022001728	48.506687
0.85633296	0.045328289	31686.088	0.014660205	-0.012140553	0.019034564	39.629169
0.85631448	0.045327728	28243.766	0.052530039	0.0065106829	0.052931976	-7.0653272
0.85629958	0.045326797	25172.58	0.018503554	-0.0090166247	0.020583514	25.97958
0.85632813	0.045327824	22435.422	0.01641815	-0.008666385	0.018565072	27.827507
0.85636455	0.045326797	19995.176	0.017530181	-0.0048336866	0.018184382	15.415402
0.85633427	0.045326946	17833.281	0.019621763	-0.0048767305	0.020218706	13.957314
0.85631871	0.045327354	15875.521	0.016420003	-0.0026475817	0.016632084	9.159606
0.85635281	0.045331848	14149.722	0.019516803	-0.0024290269	0.01966738	7.094451
0.85630423	0.045330284	12609.483	0.012589256	0.00076146127	0.012612264	-3.4613187
0.8563382	0.045322769	11236.27	0.018855721	-0.0029195936	0.019080415	8.8017025
0.85632277	0.045326015	10020.782	0.015366528	-0.00083606882	0.015389256	3.1143034
0.85630482	0.045323551	8926.084	0.012873604	0.0020945931	0.01304289	-9.2413006
0.85633242	0.045324299	7959.7627	0.013122506	-0.0014479242	0.013202146	6.2964888
0.85628152	0.045321629	7094.7432	0.014595925	-0.0015968644	0.014683018	6.2436023
0.85628301	0.04533073	6317.6675	0.016968682	0.0037752762	0.017383581	-12.543151
0.85629517	0.045337502	5634.436	0.016164275	0.0030092082	0.016441993	-10.545697
0.85625333	0.045332115	5021.6064	0.014628305	0.00040315167	0.01463386	-1.5786548
0.85625839	0.045329353	4476.4321	0.021913001	0.0040245298	0.022279508	-10.406934
0.85626447	0.045331886	3986.2754	0.017604064	0.0055802432	0.018467328	-17.587891
0.85614121	0.045331459	3551.5906	0.018920997	0.0020724281	0.019034157	-6.2507238
0.85617971	0.045335751	3166.0132	0.02169022	0.0016497463	0.021752868	-4.3495116
0.85616577	0.045331959	2822.2908	0.02177538	0.0032464496	0.022016054	-8.4796591
0.85620844	0.045330658	2515.8052	0.020541579	0.004239114	0.020974426	-11.660297
0.85615253	0.045333099	2240.7168	0.019640628	0.005876686	0.020500969	-16.657745
0.85621446	0.04533157	1998.0815	0.02056828	0.0080661085	0.022093352	-21.413252
0.85621691	0.04533353	1780.5698	0.022142664	0.004417073	0.02257893	-11.281417
0.85619605	0.045330711	1587.5402	0.022770593	0.008069708	0.02415823	-19.513901
0.85623431	0.045327877	1413.6429	0.023410732	0.0066396198	0.024334069	-15.834098
0.85621649	0.04533049	1260.4036	0.020175759	0.0077368123	0.021608321	-20.980354
0.85619569	0.045327057	1123.921	0.023538973	0.0057375287	0.024228135	-13.698496
0.85621458	0.04533271	1001.6025	0.021101091	0.0055600773	0.021821331	-14.76174
0.85620487	0.045331142	892.57068	0.019163689	0.0043372777	0.019648382	-12.752781
0.85626268	0.045329277	795.2547	0.022177104	0.0085534677	0.023769429	-21.091085
0.85619861	0.04532756	708.41333	0.024280095	0.0073673921	0.025373245	-16.879549
0.85619861	0.045330078	631.81964	0.022082373	0.0086008143	0.023698211	-21.280306
0.85623145	0.045330994	563.01819	0.025161823	0.0099658379	0.027063541	-21.607023
0.85617661	0.045330173	502.08871	0.048322737	0.013127607	0.050074156	-15.198465
0.8562091	0.04533157	447.43402	0.025532225	0.010308816	0.027534818	-21.98674
0.85618949	0.045335117	398.59692	0.024422841	0.011291989	0.026906954	-24.813633
0.85614777	0.045335075	355.11365	0.025622346	0.012747978	0.028618447	-26.451889
0.85616571	0.0453353	316.72299	0.025835285	0.011076611	0.028109666	-23.206734
0.85611737	0.045331924	282.25809	0.02720245	0.0126977	0.030020075	-25.022469
