Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.88617724	0.045191521	199998.14	-0.013248352	-0.11102952	0.11181714	96.80452
0.88616347	0.045182365	178249.33	-0.001370979	-0.097593166	0.097602792	90.804832
0.88617545	0.045181412	158857.27	0.00018122001	-0.091849722	0.091849901	89.886955
0.88618368	0.045173336	141580.69	0.003934348	-0.080475569	0.080571681	87.201111
0.88619423	0.045170933	126178.37	0.0041418346	-0.080217682	0.080324538	87.044304
0.8861742	0.04516655	112455.46	0.011241093	-0.064802155	0.065769911	80.158951
0.88617456	0.045171024	100226.4	0.012855321	-0.059089083	0.060471307	77.726089
0.88620126	0.045161179	89324.156	0.01773618	-0.048638728	0.051771592	69.965546
0.88617909	0.045159294	79609.563	0.019087175	-0.050745565	0.054216534	69.386971
0.88614094	0.045161457	70952.719	0.018854765	-0.040744003	0.044895165	65.167107
0.88611287	0.045162277	6,32E+04	0.016638579	-0.037142035	0.040698562	65.868973
0.88610309	0.045154613	56357.633	0.015591848	-0.030501345	0.034255479	62.924538
0.88609654	0.045154411	50224.539	0.020644378	-0.022877498	0.030815097	47.937286
0.88610536	0.045158382	44759.504	0.015338521	-0.023051715	0.027688477	56.360359
0.88611543	0.04515469	39888.289	0.019176893	-0.023173688	0.030079445	50.391266
0.88610607	0.045157074	35555.2229999999	0.016148234	-0.016840167	0.023331452	46.201607
0.88612181	0.045155827	31686.088	0.017523546	-0.01429852	0.02261686	39.213085
0.88611096	0.0451581	28243.766	0.018513534	-0.0088329967	0.020512747	25.506289
0.88606846	0.04515411	25172.58	0.017812483	-0.0061701289	0.018850863	19.105755
0.88605434	0.04515773	22435.422	0.017145956	-0.0072780568	0.018626699	23.000086
0.88605464	0.045152374	19995.176	0.015085611	-0.0030939081	0.015399608	11.590075
0.88605928	0.04515588	17833.281	0.018408101	-0.0026827776	0.018602567	8.2918501
0.88606805	0.0451567	15875.521	0.021210561	-0.00032077957	0.021212986	0.86645114
0.88608515	0.045156143	14149.722	0.021155935	-0.0009695043	0.021178138	2.6238344
0.88609183	0.045156384	12609.483	0.018724382	-0.0028822361	0.018944914	8.7508316
0.8860752	0.045155621	11236.27	0.019490223	-0.0088467989	0.02140408	24.413754
0.8860687	0.045150768	10020.782	0.016557202	0.00028115645	0.016559588	-0.97284132
0.8861292	0.045156849	8926.084	0.015794577	-0.0010452734	0.015829127	3.7862709
0.88606572	0.045155899	7959.7627	0.016761705	-0.00061102625	0.016772838	2.087719
0.88606524	0.045151443	7094.7432	0.016430754	0.0039148447	0.016890699	-13.401607
0.88606429	0.04515588	6317.6675	0.021384981	0.0051820562	0.022003889	-13.621473
0.88606644	0.045162483	5634.436	0.021026043	0.0047260155	0.021550631	-12.667819
0.88611352	0.04515398	5021.6064	0.020102572	0.0015242491	0.020160276	-4.3360744
0.88609111	0.045153046	4476.4321	0.01873086	0.0058572409	0.019625301	-17.364744
0.88608193	0.045156811	3986.2754	0.019450525	0.0051963921	0.020132694	-14.957776
0.88609225	0.045156235	3551.5906	0.019242089	0.0021451057	0.019361287	-6.361062
0.88609713	0.045158436	3166.0132	0.021013493	0.0055812905	0.021742072	-14.874616
0.88609707	0.045158699	2822.2908	0.022654423	0.0038596103	0.02298085	-9.6685896
0.88612455	0.045160149	2515.8052	0.020258168	0.0039481525	0.020639313	-11.028242
0.88612396	0.045159275	2240.7168	0.021698814	0.0051964391	0.022312362	-13.467577
0.88610274	0.045154465	1998.0815	0.021441724	0.0050178468	0.022021042	-13.171467
0.8861081	0.045156029	1780.5698	0.024586733	0.0053545195	0.025163036	-12.286083
0.8861261	0.045154392	1587.5402	0.02353186	0.0040546902	0.023878628	-9.776432
0.8861174	0.045156384	1413.6429	0.022204448	0.0067033982	0.023194246	-16.798771
0.88611722	0.04515575	1260.4036	0.026721546	0.0034229651	0.026939891	-7.2996964
0.88611597	0.045155678	1123.921	0.02565431	0.0065635196	0.026480624	-14.350986
