Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.84693009	0.045306747	199998.14	-0.016678264	-0.11020973	0.11146456	98.605392
0.84689492	0.045292374	178249.33	-0.0099066999	-0.1005954	0.10108203	95.62439
0.84701675	0.045286346	158857.27	-0.0024715648	-0.090610735	0.090644434	91.562454
0.84680516	0.045276688	141580.69	0.00035428687	-0.085818604	0.085819334	89.763466
0.84705585	0.045275417	126178.37	0.20312642	-0.027365098	0.20496143	7.6726656
0.84680033	0.045264584	112455.46	0.0067363065	-0.067594312	0.067929149	84.308815
0.84695226	0.045259308	100226.4	0.0093549984	-0.061408624	0.062117107	81.33815
0.8469913	0.045262646	89324.156	0.010003035	-0.052820597	0.05375943	79.276459
0.84691364	0.045260651	79609.563	0.011170627	-0.048853889	0.050114721	77.120514
0.84701377	0.045257256	70952.719	0.014120878	-0.040617201	0.043001816	70.829605
0.84681302	0.045261322	6,32E+04	0.014160063	-0.036517747	0.039166991	68.805779
0.84694827	0.045260761	56357.633	0.01231843	-0.030946407	0.033308014	68.294632
0.84682268	0.045256321	50224.539	0.012455959	-0.020746367	0.024198402	59.019718
0.84702206	0.045262363	44759.504	0.012505844	-0.023290185	0.026435371	61.766083
0.84680742	0.045256248	39888.289	0.016798396	-0.018739032	0.025166195	48.125717
0.84685123	0.045254684	35555.2229999999	0.015138923	-0.014746808	0.021134222	44.248295
0.84703952	0.045257442	31686.088	0.012735906	-0.012317754	0.01771808	44.043808
0.84689504	0.045255615	28243.766	0.040273201	-0.0010913286	0.040287983	1.5522288
0.84688395	0.045256771	25172.58	0.012539392	-0.0076209381	0.014673618	31.289551
0.84691715	0.045250278	22435.422	0.012970656	-0.0063927197	0.014460456	26.236853
0.84701747	0.045256229	19995.176	0.017360272	-0.0038746342	0.017787406	12.581622
0.84683853	0.045256454	17833.281	0.01591567	-0.00098280516	0.015945986	3.5335724
0.84676212	0.045252911	15875.521	0.015192353	-0.002437002	0.015386571	9.1131678
0.8468318	0.045254982	14149.722	0.033157308	0.0047538523	0.033496361	-8.1590481
0.84682506	0.045256359	12609.483	0.013161151	-0.0052279057	0.014161458	21.664091
0.84676963	0.04525539	11236.27	0.014867652	-0.00082275848	0.0148904	3.1674507
0.84686393	0.045252129	10020.782	0.014395473	-0.0018303976	0.014511375	7.2463269
0.84691495	0.045253674	8926.084	0.011669847	-0.00076742761	0.011695053	3.7624438
0.84674644	0.045254478	7959.7627	0.015555489	0.00085907645	0.015579193	-3.1610389
0.84662741	0.045249908	7094.7432	0.012696971	0.0010941507	0.012744028	-4.9252477
0.84680587	0.045258636	6317.6675	0.014363941	0.0024733783	0.014575335	-9.770153
0.84688741	0.045254013	5634.436	0.01752463	0.0031878147	0.017812209	-10.309652
0.84671372	0.045253693	5021.6064	0.01762362	0.0046100817	0.018216608	-14.659269
0.84690446	0.045252964	4476.4321	0.016800659	0.0032349816	0.017109273	-10.898963
0.84664869	0.045252613	3986.2754	0.017811626	0.0064318879	0.018937349	-19.854963
0.84674829	0.045253864	3551.5906	0.017894864	0.0045123561	0.018455014	-14.152625
0.84674466	0.045253975	3166.0132	0.017289449	0.00340968	0.017622456	-11.156232
0.84657675	0.045252239	2822.2908	0.019598624	0.0039291447	0.019988602	-11.336411
0.84677446	0.045253265	2515.8052	0.018251477	0.0063475957	0.019323777	-19.176924
0.84671485	0.045254051	2240.7168	0.023232412	0.0057153231	0.023925088	-13.820688
0.84677404	0.045254181	1998.0815	0.018068304	0.0025829694	0.018251996	-8.135643
0.84681571	0.045255352	1780.5698	0.017764311	0.0075947796	0.019319717	-23.14817
0.84670323	0.045252537	1587.5402	0.018210176	0.0061836746	0.019231442	-18.756073
0.846632	0.045255074	1413.6429	0.018799545	0.0061589805	0.019782718	-18.139482
0.8468613	0.045249161	1260.4036	0.019322606	0.0044883257	0.01983704	-13.076973
0.84657604	0.04524786	1123.921	0.020433586	0.0028243861	0.02062786	-7.8697133
0.84676009	0.045252666	1001.6025	0.020589765	0.004614925	0.021100616	-12.633303
0.84657836	0.045253395	892.57068	0.02125987	0.0023478928	0.021389125	-6.3020806
0.84677029	0.045252575	795.2547	0.021915801	0.0075007244	0.023163835	-18.893608
0.84647948	0.045252911	708.41333	0.020403668	0.0083708642	0.022054048	-22.306513
0.8467052	0.04525515	631.81964	0.022364724	0.0083492743	0.023872396	-20.471779
0.84657919	0.045254795	563.01819	0.022475895	0.007479311	0.023687674	-18.405912
0.84669572	0.045256004	502.08871	0.031184603	0.014403135	0.034350105	-24.790651
0.84680092	0.045256824	447.43402	0.022426095	0.0091291508	0.024213037	-22.150116
0.84661847	0.04525528	398.59692	0.026438516	0.011543313	0.028848626	-23.58655
0.84673327	0.045250355	355.11365	0.021363568	0.011525854	0.024274416	-28.347296
0.84653789	0.04525539	316.72299	0.026087146	0.01075818	0.028218392	-22.410952
0.84671521	0.045254421	282.25809	0.026237598	0.01195451	0.028832652	-24.495205
0.84645563	0.045258392	251.36742	0.023531854	0.012607425	0.026696354	-28.180622
0.84673876	0.045252594	224.21082	0.027190246	0.017531943	0.03235241	-32.813435
0.84653103	0.045254368	199.80815	0.028595207	0.017599184	0.033577032	-31.610603
0.84662771	0.045260502	178.00633	0.028384689	0.017032273	0.033102702	-30.965923
0.84662569	0.045254402	158.62947	0.025234858	0.017670356	0.030806486	-35.001095
0.84655792	0.04525444	141.31134	0.03196368	0.014803596	0.035225321	-24.850649
0.84671897	0.04525856	126.00809	0.027578924	0.019968951	0.034049317	-35.907005
0.84646153	0.045254032	112.33657	0.031091008	0.026117992	0.040605422	-40.031929
0.84664851	0.04525843	100.03201	0.027853005	0.027056945	0.038831279	-44.169411
0.84645069	0.045253902	89.229065	0.038015269	0.022081694	0.043963186	-30.150753
0.84669763	0.045252834	79.516533	0.032103404	0.02769574	0.042399086	-40.784477
0.84643328	0.045253918	70.838745	0.033539061	0.031408314	0.045949437	-43.120956
0.84661794	0.045253487	63.160755	0.034916189	0.03565751	0.049905896	-45.601826
0.8463791	0.045254292	56.241817	0.031866767	0.038382005	0.049886562	-50.298752
0.84654438	0.045251587	50.144413	0.031811159	0.042172626	0.052824996	-52.97245
0.84646994	0.045254814	44.728058	0.037309095	0.049911976	0.062315118	-53.221962
0.84653693	0.045257965	39.859692	0.03598908	0.053694841	0.064640157	-56.167946
0.84660512	0.045254051	35.511364	0.038912419	0.05673182	0.068794444	-55.55373
0.84653527	0.045258675	31.629551	0.037793897	0.062955134	0.073428385	-59.022316
0.84666955	0.045255299	28.203972	0.046339788	0.070012137	0.083958767	-56.500134
0.84640956	0.045255745	25.136742	0.044451512	0.07489527	0.087093271	-59.310207
0.84649539	0.045258282	22.385387	0.046849214	0.087308675	0.099084072	-61.78231
0.846277	0.045254646	19.955299	0.049400944	0.092992991	0.10530028	-62.021286
