Ewe/V	I/A	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg
0.84360123	0.045295952	199998.14	-0.01911371	-0.11376317	0.11535767	99.537369
0.84358472	0.045280884	178249.33	-0.0097578494	-0.10465512	0.10510904	95.326752
0.84364432	0.045276073	158857.27	-0.0026865634	-0.093109198	0.093147948	91.652748
0.84357077	0.045274151	141580.69	0.00081052486	-0.08406765	0.084071554	89.447609
0.84360498	0.045272324	126178.37	-0.37071225	-0.027694911	0.37174532	175.72752
0.84361452	0.045263111	112455.46	0.0055617252	-0.064602889	0.064841852	85.079483
0.84362775	0.045261452	100226.4	0.0080270506	-0.064642571	0.065139048	82.921478
0.84362727	0.045259884	89324.156	0.012119962	-0.057036966	0.058310453	78.003479
0.84368575	0.0452561	79609.563	0.013735416	-0.045692571	0.047712397	73.268959
0.84362561	0.045258972	70952.719	0.013251248	-0.041989218	0.044030558	72.484985
0.84363604	0.045256508	6,32E+04	0.01930747	-0.0371425	0.041861005	62.533619
0.84362876	0.045251568	56357.633	0.010905695	-0.034254678	0.035948813	72.340034
0.84358668	0.045253468	50224.539	0.031159997	-0.051375456	0.060086463	58.76255
0.84362119	0.045254253	44759.504	0.012911763	-0.021040561	0.024686409	58.464199
0.84362382	0.045254719	39888.289	0.014567825	-0.019892471	0.024656275	53.783615
0.84360343	0.045251011	35555.2229999999	0.015505894	-0.0087008933	0.017780278	29.29829
0.84363407	0.045250168	31686.088	0.013174953	-0.011769862	0.017666608	41.776051
0.84364426	0.045255707	28243.766	0.0094987024	-0.0090361033	0.013110168	43.570286
0.84363073	0.045250744	25172.58	0.016404096	-0.0080812527	0.018286634	26.22653
0.84369701	0.045246998	22435.422	0.015127174	-0.0067756856	0.016575322	24.128317
0.84361708	0.045251011	19995.176	0.017804027	-0.0057711885	0.018716035	17.96014
0.84361929	0.045246216	17833.281	0.018279437	-0.0047262805	0.018880559	14.496758
0.84362632	0.045247501	15875.521	0.016857181	-0.0029862241	0.01711964	10.045643
0.84366798	0.045248249	14149.722	0.011158428	-0.0087964647	0.014208741	38.249588
0.84362113	0.045249496	12609.483	0.020078372	-0.005626258	0.020851757	15.653662
0.84364963	0.045249218	11236.27	0.01501328	-0.0031349966	0.015337105	11.79473
0.84364563	0.045248714	10020.782	0.016166331	-0.0025335518	0.016363652	8.9068213
0.84358823	0.045254051	8926.084	0.01685543	-0.0022761018	0.017008414	7.6905131
